,id_0,0|order_make,0|remove_obstacle,0|ad_opened,0|ad_finished,0|energy,0|energy_get,0|coin_cost,0|coin_get,0|ruby_cost,0|ruby_get,label
1227,27c73611ba907c37,15.0,115.0,8.0,4.0,1.0,871.0,2330.0,2346.0,62.0,63.0,1
5818,ab9ba282b9a0b913,4.0,31.0,0.0,0.0,60.0,165.0,0.0,819.0,0.0,31.0,1
842,285e0de93c370717,1.0,3.0,0.0,0.0,99.0,25.0,0.0,274.0,0.0,15.0,0
6995,d8178e70051e7988,11.0,21.0,8.0,4.0,33.0,50.0,0.0,736.0,26.0,31.0,1
2683,570c5e4b8cec7e45,8.0,31.0,2.0,1.0,0.0,75.0,0.0,707.0,11.0,41.0,1
4148,84ca7ed7b003655e,11.0,49.0,6.0,1.0,222.0,484.0,1000.0,1042.0,31.0,35.0,1
4663,9580d8273c1c302a,6.0,24.0,2.0,1.0,1.0,50.0,0.0,486.0,20.0,20.0,1
5967,b14336dbbd8bbab2,16.0,93.0,30.0,14.0,77.0,775.0,1050.0,1776.0,45.0,162.0,1
67,01f8252bbe147748,6.0,60.0,0.0,0.0,5.0,465.0,1050.0,1333.0,25.0,57.0,1
1599,4a047bade330bc47,6.0,27.0,0.0,0.0,1.0,75.0,0.0,749.0,0.0,31.0,0
7112,dd0c822a2df975cf,4.0,6.0,2.0,0.0,134.0,150.0,0.0,70.0,3.0,3.0,1
1020,20fa937e1228d9e2,5.0,5.0,0.0,0.0,89.0,25.0,0.0,289.0,0.0,15.0,1
4346,8aa1e925b0e8467b,6.0,31.0,0.0,0.0,61.0,165.0,0.0,856.0,16.0,41.0,1
1253,3EC8AE5F-490C-440E-9294-7E3D0A38A138,15.0,67.0,8.0,4.0,12.0,488.0,1365.0,1372.0,52.0,56.0,0
8013,fce45511efd916f,2.0,23.0,0.0,0.0,93.0,140.0,0.0,532.0,0.0,22.0,1
6857,d24d568a6f8f3a63,12.0,45.0,4.0,4.0,0.0,75.0,0.0,1222.0,7.0,44.0,1
4209,86ae32a1316c8075,6.0,39.0,4.0,2.0,18.0,165.0,0.0,844.0,0.0,31.0,1
186,056D1020-5A61-45E4-B30F-C0016D59DBED,9.0,71.0,0.0,0.0,1.0,565.0,1050.0,1509.0,53.0,58.0,1
847,1ac94f2ece9a5d11,23.0,99.0,0.0,0.0,3.0,436.0,1380.0,1519.0,31.0,58.0,1
5234,f9a217594158e952,1.0,6.0,0.0,0.0,78.0,25.0,0.0,280.0,0.0,15.0,0
5199,f728783bf9ba8352,6.0,24.0,0.0,0.0,2.0,50.0,0.0,749.0,3.0,20.0,0
3231,98eb17579fa19a2d,2.0,5.0,0.0,0.0,89.0,25.0,0.0,286.0,0.0,15.0,0
1544,48692B9F-6DF7-402D-9A1F-9C683F53187C,4.0,26.0,0.0,0.0,3.0,75.0,0.0,619.0,0.0,30.0,0
511,109A2363-3398-4468-BC10-AB368A80C46D,7.0,40.0,0.0,0.0,3.0,165.0,0.0,705.0,0.0,26.0,1
1755,3947e5042b7f5f44,4.0,36.0,0.0,0.0,4.0,75.0,0.0,786.0,0.0,30.0,1
2622,7B5E0C8C-4828-44AA-AA80-E058151A6E72,7.0,26.0,0.0,0.0,4.0,75.0,300.0,849.0,7.0,41.0,0
4201,c14c929fa81c895c,11.0,49.0,4.0,2.0,26.0,340.0,0.0,1050.0,6.0,45.0,0
2532,757b1040e53130b5,1.0,3.0,0.0,0.0,74.0,30.0,0.0,249.0,0.0,15.0,0
2294,4ED40574-9771-42BF-94FC-52400CD3A072,7.0,49.0,0.0,0.0,0.0,265.0,0.0,1055.0,2.0,36.0,1
5509,FEEB192B-6948-431C-843B-115A7A95715D,0.0,2.0,0.0,0.0,76.0,0.0,0.0,199.0,0.0,5.0,1
3312,6E17D85C-984B-4AAB-8816-7357B60C1E9D,20.0,86.0,2.0,1.0,58.0,705.0,1400.0,2011.0,40.0,92.0,1
1393,2cff64b42c52f2dd,0.0,3.0,0.0,0.0,76.0,0.0,0.0,214.0,0.0,5.0,1
1213,274A8025-C536-492A-9549-802211A9B629,0.0,1.0,0.0,0.0,77.0,0.0,0.0,199.0,0.0,5.0,1
4882,9b80b46b5015c8f8,4.0,16.0,2.0,1.0,39.0,50.0,0.0,527.0,1.0,21.0,1
2826,84520618fc412fbd,0.0,1.0,0.0,0.0,77.0,0.0,0.0,199.0,0.0,5.0,0
5596,a31c00180f95dc9f,1.0,3.0,0.0,0.0,99.0,25.0,0.0,280.0,0.0,15.0,1
1861,3c2590de859f4de5,19.0,85.0,0.0,0.0,5.0,745.0,1750.0,1814.0,39.0,55.0,1
1239,3A44ABB4-05FD-4FD9-A142-0A666861109F,7.0,50.0,4.0,2.0,15.0,295.0,0.0,1089.0,25.0,46.0,0
2674,56a8dcdf61a9fdd1,5.0,33.0,6.0,3.0,56.0,165.0,0.0,986.0,0.0,36.0,1
2998,8c9dc532181014bc,3.0,22.0,0.0,0.0,0.0,50.0,0.0,644.0,0.0,21.0,0
3103,64c6aa6c1d9f685f,4.0,10.0,0.0,0.0,79.0,50.0,0.0,557.0,12.0,20.0,1
5491,FB308F31-1CCB-45FA-B278-966D8066BDB1,10.0,82.0,2.0,1.0,0.0,681.0,1230.0,1410.0,2.0,44.0,1
37,01e6e0639ddadec6,2.0,8.0,0.0,0.0,91.0,50.0,0.0,455.0,0.0,20.0,0
3663,760152b6a05c36fe,20.0,70.0,0.0,0.0,2.0,555.0,1050.0,1718.0,48.0,58.0,1
66,01f51541d1e19680,5.0,22.0,0.0,0.0,0.0,50.0,0.0,662.0,0.0,21.0,1
8020,fd0aa88ec65b5f98,7.0,30.0,0.0,0.0,1.0,75.0,0.0,841.0,6.0,31.0,1
136,0661f6815fb85aaa,9.0,54.0,2.0,1.0,10.0,325.0,350.0,1101.0,19.0,44.0,0
4990,9f04bbb85f78fc82,7.0,48.0,0.0,0.0,7.0,255.0,350.0,1093.0,12.0,44.0,1
7368,e6ca71e51be375c0,27.0,100.0,0.0,0.0,0.0,561.0,2075.0,2265.0,118.0,128.0,1
4252,c3b913c85a26cfd2,6.0,47.0,0.0,0.0,56.0,295.0,350.0,1182.0,7.0,46.0,0
5598,a325ecd65dc89a9f,0.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,1
7905,f925a8216092bef9,0.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,1
3398,B438002D-7401-4BDC-802F-EE5637BAB669,1.0,8.0,0.0,0.0,91.0,50.0,0.0,351.0,0.0,20.0,0
1509,4698be4fa841afeb,0.0,3.0,0.0,0.0,74.0,0.0,0.0,215.0,0.0,5.0,0
4683,9640f523402dfa3f,10.0,86.0,0.0,0.0,9.0,602.0,1405.0,1405.0,57.0,60.0,1
2022,420a96a6f8fea683,5.0,16.0,0.0,0.0,46.0,50.0,0.0,510.0,0.0,22.0,1
3608,741aab1057d5ff3d,11.0,83.0,0.0,0.0,2.0,661.0,1530.0,1531.0,56.0,56.0,1
6378,c0602d168145994b,28.0,109.0,0.0,0.0,2.0,788.0,1765.0,1769.0,56.0,61.0,1
1040,219c8ae231bc1636,7.0,38.0,8.0,4.0,2.0,75.0,0.0,1103.0,25.0,47.0,1
5281,D1740583-C866-4940-AF6C-5FAB48AF0E3D,6.0,59.0,0.0,0.0,11.0,425.0,385.0,995.0,25.0,154.0,1
224,0a2a51d0351dd738,0.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,0
5027,9ff945269769c4f2,0.0,3.0,0.0,0.0,75.0,25.0,0.0,274.0,0.0,15.0,1
5428,ED9EAF8E-4CD7-44A1-83BB-A143C74A97C7,5.0,34.0,2.0,1.0,41.0,165.0,150.0,702.0,0.0,31.0,1
1727,3851f9ca0e9f00a8,9.0,38.0,6.0,2.0,12.0,75.0,0.0,899.0,7.0,44.0,1
6222,b9f2bc6beadb0b28,12.0,42.0,4.0,2.0,1.0,75.0,150.0,1254.0,141.0,159.0,1
6840,d1bddaf1254aefa2,3.0,8.0,0.0,0.0,68.0,25.0,0.0,276.0,0.0,15.0,1
1148,358db651610adfbb,1.0,3.0,0.0,0.0,99.0,25.0,0.0,279.0,0.0,15.0,0
1315,3c93d8947acbbbe9,1.0,3.0,0.0,0.0,99.0,25.0,0.0,280.0,0.0,15.0,0
2843,5b0c09dcdd0bdb91,7.0,70.0,0.0,0.0,0.0,565.0,1050.0,1360.0,51.0,54.0,1
7097,dc8ce0232c9cd39d,5.0,44.0,4.0,2.0,7.0,255.0,0.0,1039.0,3.0,36.0,1
5049,eea08eebb565a9b4,0.0,3.0,0.0,0.0,74.0,25.0,0.0,274.0,0.0,15.0,0
4761,98ba79131369956c,15.0,75.0,30.0,15.0,31.0,635.0,1200.0,1375.0,0.0,48.0,1
2345,6c08835948b82029,14.0,51.0,1.0,0.0,56.0,522.0,1385.0,908.0,54.0,36.0,0
3469,70177DED-CB0D-4B62-A0A7-B162E4F5D10B,13.0,56.0,0.0,0.0,266.0,595.0,1830.0,2206.0,226.0,244.0,1
246,0b4638c88f8f6859,2.0,9.0,0.0,0.0,86.0,50.0,0.0,432.0,0.0,20.0,0
61,019ea0c75aa95237,16.0,56.0,16.0,8.0,16.0,285.0,725.0,1284.0,11.0,56.0,1
3458,CF447E93-F7D9-4910-B877-B62BA4D4321D,4.0,30.0,4.0,0.0,78.0,165.0,0.0,706.0,2.0,30.0,0
7370,e6d33b7d215d7427,1.0,7.0,0.0,0.0,75.0,25.0,0.0,296.0,0.0,15.0,1
1763,5227759dd579e786,2.0,15.0,0.0,0.0,50.0,50.0,0.0,419.0,0.0,20.0,0
2143,62d50c7aab959a19,1.0,3.0,0.0,0.0,99.0,25.0,0.0,269.0,0.0,15.0,0
6126,b64850be48a3201e,8.0,51.0,0.0,0.0,82.0,265.0,150.0,1064.0,6.0,36.0,1
3688,76d0cfc437f96946,16.0,108.0,4.0,2.0,0.0,794.0,1695.0,1919.0,41.0,106.0,1
6888,d401ecf220fc2ee1,8.0,48.0,8.0,4.0,15.0,165.0,0.0,1101.0,3.0,34.0,1
5109,AF931F1C-55AF-47BE-886A-0CFD19573172,9.0,49.0,0.0,0.0,3.0,215.0,0.0,1121.0,26.0,45.0,1
691,21536e0107d9c69e,1.0,3.0,0.0,0.0,102.0,25.0,0.0,275.0,0.0,115.0,0
1514,314f3c245ce0b382,2.0,8.0,0.0,0.0,91.0,50.0,0.0,341.0,9.0,20.0,1
3539,723AACFA-67E1-4B6E-9165-13CAAE22ADBE,6.0,53.0,0.0,0.0,0.0,355.0,350.0,1054.0,0.0,34.0,1
463,0e1572fa863ac2d0,19.0,52.0,6.0,3.0,3.0,75.0,600.0,1188.0,25.0,44.0,1
6045,b3aa1d85a44da0f0,9.0,38.0,0.0,0.0,2.0,75.0,0.0,1184.0,7.0,47.0,1
1027,2122c367243583b0,42.0,187.0,72.0,36.0,14.0,1385.0,1400.0,2588.0,66.0,208.0,1
5886,ae33112f34ef8f22,9.0,49.0,0.0,0.0,5.0,165.0,0.0,1105.0,0.0,34.0,1
7779,f448a32ed7df976c,14.0,60.0,14.0,5.0,44.0,505.0,850.0,1170.0,53.0,58.0,1
7335,e5774487f771016b,7.0,22.0,0.0,0.0,3.0,50.0,0.0,521.0,9.0,20.0,1
15,00a051f2e9fdd295,2.0,14.0,0.0,0.0,49.0,50.0,0.0,345.0,0.0,20.0,0
5363,DFDA3F37-50DB-47D4-8FEE-80D1886A6302,0.0,2.0,0.0,0.0,76.0,0.0,0.0,199.0,0.0,5.0,1
458,0df6dafb983856eb,6.0,60.0,0.0,0.0,108.0,565.0,1200.0,1450.0,44.0,56.0,1
6542,c60b597ee75b3fbd,5.0,22.0,2.0,1.0,3.0,50.0,0.0,674.0,0.0,23.0,1
5030,ed9a83beda9f3c8d,2.0,5.0,0.0,0.0,89.0,25.0,0.0,281.0,0.0,15.0,0
6330,be7a15e0dd179435,6.0,19.0,0.0,0.0,24.0,50.0,150.0,672.0,1.0,21.0,1
7742,f34ed6b054bec846,21.0,187.0,10.0,5.0,28.0,1473.0,2865.0,3027.0,80.0,119.0,1
2664,7bfe627d165f521f,13.0,35.0,4.0,2.0,1.0,90.0,35.0,1052.0,0.0,40.0,0
3362,6bc9501414db92c0,11.0,35.0,2.0,1.0,35.0,75.0,150.0,773.0,0.0,33.0,1
7072,dbc5633b047df8b5,28.0,85.0,6.0,3.0,164.0,892.0,3735.0,4672.0,706.0,1079.0,1
2617,54ed2c0fcdc4927c,13.0,57.0,4.0,2.0,60.0,395.0,0.0,1097.0,53.0,56.0,1
2268,4B34C09F-C5CD-47F9-823C-C2058942C4E8,5.0,37.0,0.0,0.0,17.0,165.0,0.0,1017.0,12.0,46.0,1
6179,b89e12aa6de51e48,19.0,106.0,0.0,0.0,1.0,860.0,1575.0,1707.0,61.0,63.0,1
7506,ebfdb9fecfbb9bd9,10.0,32.0,0.0,0.0,0.0,90.0,0.0,1004.0,2.0,35.0,1
4788,e0119eb1bfb94639,2.0,8.0,0.0,0.0,91.0,50.0,0.0,357.0,0.0,20.0,0
1853,56027b0621b9f828,3.0,20.0,0.0,0.0,23.0,50.0,0.0,526.0,1.0,23.0,0
2400,6f28bbac2032ea0e,2.0,8.0,0.0,0.0,92.0,50.0,0.0,354.0,0.0,20.0,0
2289,4E627593-5823-453B-A4D6-4109A78E95ED,6.0,38.0,0.0,0.0,0.0,165.0,0.0,695.0,1.0,31.0,1
1444,431c803016ff0495,1.0,3.0,0.0,0.0,74.0,30.0,0.0,250.0,0.0,15.0,0
727,22c0c24465e3c5d4,6.0,60.0,16.0,8.0,31.0,505.0,350.0,1271.0,10.0,54.0,0
2010,5c37a103f21ee179,8.0,49.0,0.0,0.0,0.0,265.0,0.0,1058.0,41.0,46.0,0
7310,e4a5e170e58eb55d,5.0,26.0,3.0,1.0,7.0,75.0,70.0,965.0,0.0,34.0,1
2329,6b2616aeb17e11d5,2.0,8.0,0.0,0.0,91.0,50.0,0.0,336.0,0.0,20.0,0
1319,3cc3f31fac27d481,7.0,47.0,2.0,1.0,11.0,245.0,0.0,1065.0,0.0,34.0,0
4016,b85ffa00eb7f1a9d,1.0,3.0,0.0,0.0,99.0,25.0,0.0,280.0,0.0,15.0,0
58,0346353b8db7f141,6.0,46.0,2.0,1.0,7.0,235.0,0.0,912.0,0.0,36.0,0
2999,8ca0e93c66e668b0,13.0,71.0,0.0,0.0,91.0,610.0,1400.0,1515.0,60.0,60.0,0
2688,57235b01c1fac633,2.0,12.0,0.0,0.0,67.0,50.0,0.0,474.0,0.0,20.0,1
115,036b72dcfb678d61,7.0,61.0,8.0,8.0,8.0,445.0,350.0,1197.0,0.0,44.0,1
352,0a14ae1c866ccfc5,4.0,29.0,2.0,1.0,2.0,75.0,0.0,777.0,0.0,30.0,1
2426,70577a13f177edfe,3.0,22.0,0.0,0.0,2.0,50.0,0.0,696.0,0.0,22.0,0
1505,311982c060fdab8c,15.0,93.0,4.0,2.0,0.0,715.0,1750.0,2020.0,7.0,59.0,1
3709,a85cb03eb7e670c1,11.0,32.0,2.0,1.0,0.0,75.0,635.0,923.0,9.0,43.0,0
441,15d5448b8b9f5cb9,9.0,70.0,4.0,2.0,2.0,555.0,1050.0,1356.0,53.0,58.0,0
2086,6029e504f1ad244e,2.0,8.0,0.0,0.0,66.0,50.0,0.0,340.0,0.0,20.0,0
5020,9fc0e643b37f7fbd,7.0,35.0,2.0,1.0,9.0,75.0,0.0,1036.0,0.0,40.0,1
4999,ec1abd60a19cb0d1,1.0,8.0,0.0,0.0,91.0,50.0,0.0,337.0,0.0,20.0,0
1080,3271292ff69bfff6,2.0,7.0,0.0,0.0,3.0,25.0,0.0,491.0,0.0,116.0,0
4127,843ec415347ffe74,7.0,62.0,4.0,2.0,83.0,505.0,700.0,1320.0,5.0,46.0,1
4641,94addda4fdae7875,15.0,105.0,12.0,5.0,0.0,807.0,1460.0,1814.0,67.0,69.0,1
2256,49b7ddc132f34d9d,5.0,46.0,2.0,0.0,6.0,265.0,0.0,1041.0,1.0,34.0,1
1992,5b8504992b5aad9f,1.0,3.0,0.0,0.0,99.0,25.0,0.0,270.0,0.0,15.0,0
2740,588f1f7bac90c913,5.0,26.0,2.0,1.0,2.0,75.0,0.0,698.0,0.0,33.0,1
3111,92f5409f6472b9d7,0.0,3.0,0.0,0.0,74.0,0.0,0.0,215.0,0.0,5.0,0
5758,a8f25323d1b20d7c,15.0,49.0,4.0,2.0,4.0,165.0,860.0,1312.0,25.0,45.0,1
2591,788498e857ab4bff,0.0,3.0,0.0,0.0,75.0,0.0,0.0,215.0,0.0,5.0,0
2229,48cf0039c357c634,2.0,8.0,0.0,0.0,66.0,25.0,0.0,269.0,0.0,15.0,1
2941,898064340e34f326,8.0,26.0,2.0,1.0,3.0,75.0,540.0,905.0,28.0,43.0,0
1662,365689419a640781,20.0,101.0,20.0,10.0,4.0,765.0,1425.0,1955.0,25.0,59.0,1
2431,70773c400eb813d2,16.0,91.0,0.0,0.0,1.0,679.0,1475.0,1481.0,66.0,67.0,0
2972,607f89fc0cd4bfde,18.0,104.0,0.0,0.0,15.0,648.0,1540.0,1753.0,50.0,63.0,1
6677,cb92c510badef197,5.0,31.0,0.0,0.0,63.0,165.0,0.0,980.0,0.0,34.0,1
7197,e0389171d15118db,20.0,63.0,0.0,0.0,5.0,350.0,900.0,1238.0,0.0,44.0,1
4673,95c5a9391af23dbf,21.0,94.0,30.0,15.0,5.0,805.0,1500.0,1842.0,41.0,59.0,1
1437,2ea40b2a5994cb40,11.0,60.0,14.0,7.0,1.0,225.0,0.0,1322.0,25.0,156.0,1
3429,6e80e58924672622,13.0,35.0,0.0,0.0,0.0,75.0,480.0,882.0,39.0,41.0,1
5885,ae2b93f7b069d976,11.0,64.0,0.0,0.0,23.0,385.0,350.0,1368.0,37.0,65.0,1
1004,2ec478b28e483128,0.0,3.0,0.0,0.0,74.0,0.0,0.0,224.0,0.0,5.0,0
2681,56ffaf3d847ddf16,20.0,115.0,0.0,0.0,1.0,759.0,1690.0,1732.0,63.0,63.0,1
7997,fc4e0c981561e287,26.0,113.0,0.0,0.0,3.0,857.0,2185.0,1861.0,63.0,63.0,1
1176,25efe4d98c9a313b,18.0,111.0,54.0,27.0,18.0,945.0,1050.0,2416.0,21.0,622.0,1
5508,FEE9E89D-2F9E-482E-807A-8CD69B21A9F5,6.0,27.0,0.0,0.0,0.0,75.0,0.0,848.0,1.0,33.0,1
1868,3c7243b26b49590f,25.0,140.0,32.0,12.0,11.0,1154.0,1845.0,2027.0,61.0,70.0,1
4910,9c52fd5c6c4f86d7,7.0,54.0,12.0,6.0,3.0,355.0,0.0,1430.0,35.0,54.0,1
2618,54f4abe6d7f870b8,16.0,82.0,0.0,0.0,5.0,580.0,1650.0,1739.0,45.0,274.0,1
1084,329B1F88-1C1A-4E45-ABCB-9F3AC4E62881,3.0,12.0,0.0,0.0,68.0,50.0,0.0,591.0,0.0,21.0,0
4011,8043bb999eb6657d,5.0,27.0,0.0,0.0,0.0,75.0,35.0,857.0,25.0,41.0,1
6440,c2b68018eef6984c,2.0,19.0,1.0,0.0,22.0,50.0,0.0,485.0,0.0,20.0,1
208,0D251C37-8769-4265-B9D8-CD9B520E99AC,5.0,8.0,0.0,0.0,91.0,50.0,0.0,621.0,0.0,23.0,0
7768,f403ce73b6aef2ae,7.0,73.0,0.0,0.0,56.0,612.0,1335.0,1348.0,31.0,56.0,1
791,25EB15F4-9ED8-42C1-819F-FD57C41176B5,5.0,56.0,0.0,0.0,9.0,355.0,350.0,1067.0,1.0,34.0,0
7523,ec8adaa8bd4c1753,6.0,52.0,0.0,0.0,5.0,295.0,500.0,1071.0,1.0,34.0,1
1695,4ef8a1b4283363fd,2.0,8.0,0.0,0.0,91.0,50.0,0.0,355.0,0.0,20.0,0
6887,d3f3f449b8cc044d,19.0,105.0,0.0,0.0,1.0,727.0,1435.0,1708.0,53.0,67.0,1
670,205894ae05ad8212,1.0,3.0,0.0,0.0,99.0,25.0,0.0,280.0,0.0,15.0,0
7724,f2c2a77a8cf7ffce,4.0,22.0,0.0,0.0,2.0,50.0,0.0,642.0,0.0,23.0,1
2694,575547bdc8a52e8a,28.0,122.0,40.0,20.0,14.0,1112.0,4170.0,4175.0,655.0,708.0,1
7513,ec3213e400fcd75a,8.0,49.0,0.0,0.0,37.0,265.0,0.0,1066.0,4.0,34.0,1
4047,81459c2d11e08542,4.0,39.0,0.0,0.0,3.0,165.0,0.0,1016.0,0.0,34.0,1
1975,5ad42ce300d3fd67,6.0,33.0,1.0,0.0,50.0,165.0,0.0,952.0,0.0,34.0,0
2954,8E1820D3-5FE7-4D81-9BB3-82C6EFE58968,3.0,18.0,0.0,0.0,33.0,50.0,0.0,563.0,0.0,20.0,0
5162,f58ab47a915f0f24,12.0,42.0,0.0,0.0,6.0,245.0,0.0,0.0,0.0,0.0,0
2425,4ee4e473ba94c4d4,8.0,27.0,0.0,0.0,2.0,75.0,780.0,1035.0,0.0,36.0,1
2083,43eb59712a760b4a,17.0,55.0,2.0,0.0,4.0,310.0,300.0,1211.0,21.0,156.0,1
2824,84183302579dad2b,11.0,80.0,0.0,0.0,6.0,617.0,1385.0,1401.0,50.0,56.0,0
4599,93650907b64667d3,6.0,38.0,0.0,0.0,7.0,165.0,0.0,1032.0,25.0,44.0,1
999,2e9f5cb05af4da31,5.0,41.0,1.0,0.0,47.0,205.0,0.0,744.0,4.0,32.0,0
94,04ec364570f397d3,7.0,60.0,18.0,9.0,1.0,475.0,405.0,1279.0,0.0,46.0,0
3170,6679ba432fa1071d,5.0,31.0,2.0,1.0,61.0,165.0,0.0,850.0,1.0,35.0,1
6128,b656babf207330e7,18.0,111.0,22.0,11.0,41.0,835.0,1050.0,1921.0,41.0,165.0,1
2506,519bac0636e07ef7,27.0,81.0,2.0,1.0,4.0,339.0,1210.0,1457.0,0.0,48.0,1
1883,3d24c47c355bb4e4,19.0,90.0,14.0,7.0,1.0,600.0,700.0,1580.0,25.0,61.0,1
3811,7C942536-31CE-47A1-A121-325FDBAC0011,2.0,8.0,0.0,0.0,91.0,50.0,0.0,354.0,0.0,20.0,1
1475,2fe8dbc43cc30f6e,8.0,44.0,6.0,3.0,0.0,215.0,0.0,1014.0,27.0,44.0,1
4418,cc7c19355ac6c8d4,6.0,50.0,4.0,1.0,16.0,295.0,0.0,921.0,35.0,35.0,0
5976,b17bdbac51a30a89,15.0,75.0,0.0,0.0,2.0,325.0,0.0,1397.0,7.0,54.0,1
7493,eb8edb61f642792f,9.0,52.0,0.0,0.0,44.0,385.0,425.0,1303.0,9.0,56.0,1
5971,b15a6ba686134c64,17.0,74.0,17.0,8.0,3.0,455.0,1280.0,1585.0,115.0,158.0,1
5202,BFE60327-BAE2-4601-B164-3F1E101A5B14,10.0,38.0,0.0,0.0,9.0,165.0,225.0,927.0,11.0,41.0,1
641,1f06ab31a82f25dd,2.0,11.0,0.0,0.0,74.0,50.0,0.0,383.0,0.0,20.0,0
4330,c7b067508cfae2e5,4.0,14.0,0.0,0.0,60.0,50.0,0.0,574.0,0.0,20.0,0
782,1987bbba4105805c,15.0,82.0,0.0,0.0,16.0,605.0,1050.0,1468.0,10.0,54.0,1
4670,95beec0adf038434,1.0,5.0,0.0,0.0,87.0,25.0,0.0,280.0,0.0,15.0,1
6878,d393fb8a3413fef5,12.0,78.0,18.0,9.0,6.0,645.0,1050.0,1704.0,41.0,56.0,1
1427,2e23f19346d36cf1,11.0,92.0,2.0,1.0,3.0,683.0,1340.0,1358.0,47.0,47.0,1
2300,4FFC9CE8-5E4D-432F-A832-9E98252D14AD,9.0,56.0,10.0,5.0,80.0,345.0,0.0,1132.0,0.0,35.0,1
1743,512177988389b835,2.0,3.0,0.0,0.0,100.0,25.0,0.0,271.0,0.0,15.0,0
2867,5c61c20f62247b5e,11.0,98.0,20.0,10.0,0.0,889.0,1470.0,1501.0,50.0,56.0,1
4316,c71cda0278a1782b,8.0,59.0,0.0,0.0,3.0,450.0,875.0,876.0,29.0,33.0,0
1371,3f9fa7fe50b88639,2.0,8.0,0.0,0.0,91.0,50.0,0.0,465.0,0.0,20.0,0
3561,a10cae67369f7635,9.0,30.0,0.0,0.0,1.0,90.0,0.0,776.0,1.0,30.0,0
7224,e14a50499404a1a9,2.0,29.0,0.0,0.0,73.0,165.0,0.0,790.0,0.0,31.0,1
6925,d55ec42fe1ba3bdf,9.0,43.0,40.0,14.0,22.0,250.0,700.0,588.0,32.0,264.0,1
1457,43d8ee5578b5e19a,9.0,28.0,0.0,0.0,82.0,165.0,0.0,847.0,27.0,41.0,0
5231,f928388c37b7c529,2.0,8.0,0.0,0.0,91.0,50.0,0.0,353.0,0.0,20.0,0
6623,c92f69c50a068773,10.0,73.0,4.0,2.0,0.0,505.0,700.0,1400.0,18.0,54.0,1
5941,b034a09887a6acd4,2.0,9.0,0.0,0.0,86.0,50.0,0.0,342.0,0.0,20.0,1
6295,bd2a40af279b6cfc,13.0,88.0,30.0,14.0,79.0,775.0,700.0,1828.0,29.0,165.0,1
3191,6730f6e77adcdcb6,21.0,129.0,25.0,11.0,3.0,972.0,1735.0,1735.0,67.0,67.0,1
847,2880a7531e9f5571,5.0,22.0,0.0,0.0,0.0,50.0,0.0,506.0,0.0,120.0,0
2593,789b0e99410b097f,3.0,31.0,0.0,0.0,59.0,165.0,0.0,610.0,0.0,30.0,0
315,09b2fc37ee3f18c6,8.0,51.0,13.0,6.0,5.0,325.0,0.0,1014.0,22.0,46.0,1
378,0b250d9c3544995b,11.0,49.0,4.0,2.0,4.0,165.0,0.0,1075.0,12.0,44.0,1
2133,626b6711fbe67e95,1.0,8.0,0.0,0.0,91.0,50.0,0.0,352.0,0.0,20.0,0
3310,6DDD4549-A542-4245-93E5-8AAB1966C205,18.0,53.0,0.0,0.0,42.0,231.0,1100.0,1354.0,19.0,54.0,1
2233,490db76424b5f864,8.0,48.0,2.0,1.0,3.0,245.0,0.0,927.0,44.0,44.0,1
6858,d284b48b54ac457d,6.0,45.0,0.0,0.0,6.0,75.0,0.0,985.0,0.0,33.0,1
3113,64f70122e0e0ec0c,8.0,49.0,0.0,0.0,2.0,265.0,150.0,1069.0,11.0,46.0,1
3902,7c8ff2fca74dd17a,7.0,42.0,4.0,2.0,6.0,165.0,0.0,1025.0,0.0,34.0,1
4440,8e211d8956b65751,6.0,34.0,0.0,0.0,62.0,180.0,0.0,722.0,2.0,35.0,1
7780,f448b9f25a9d3ad5,6.0,41.0,0.0,0.0,2.0,165.0,0.0,747.0,0.0,31.0,1
6013,b295281bdc978be7,12.0,59.0,0.0,0.0,14.0,195.0,0.0,1194.0,39.0,56.0,1
483,17cfff28d4ed47ba,2.0,8.0,0.0,0.0,91.0,50.0,0.0,418.0,0.0,20.0,0
336,0D9E7B32-DAD6-4128-A09F-CE61566F9056,13.0,64.0,0.0,0.0,1.0,395.0,500.0,1432.0,29.0,157.0,1
4100,bc1dd609fc6d9c4b,10.0,10.0,2.0,1.0,81.0,50.0,70.0,615.0,30.0,33.0,0
2722,580799394441786b,9.0,61.0,0.0,0.0,22.0,475.0,700.0,1275.0,0.0,45.0,1
4136,84666D04-81AF-4228-A05B-C9091B1AA8D2,6.0,59.0,0.0,0.0,2.0,395.0,350.0,1072.0,0.0,36.0,1
5974,b16f0694d0a0e113,9.0,56.0,0.0,0.0,40.0,385.0,500.0,1230.0,0.0,44.0,1
543,1FDC99C4-CD1A-46AB-AC62-6451F9DC6054,3.0,12.0,0.0,0.0,68.0,50.0,0.0,440.0,0.0,20.0,0
3175,66D550F5-4BEE-424B-BD64-B8A21670F072,5.0,43.0,0.0,0.0,14.0,215.0,0.0,903.0,0.0,34.0,1
3547,725ae01140f080e9,6.0,22.0,0.0,0.0,4.0,50.0,0.0,638.0,0.0,23.0,1
