,id_0,0|order_make,0|remove_obstacle,0|ad_opened,0|ad_finished,0|energy,0|energy_get,0|coin_cost,0|coin_get,0|ruby_cost,0|ruby_get,label
5828,abffcd888063cf21,7.0,22.0,0.0,0.0,5.0,50.0,150.0,736.0,3.0,21.0,1
7557,ed2c534c830d29fb,15.0,27.0,0.0,0.0,8.0,75.0,890.0,900.0,43.0,143.0,1
2931,89241a4ff6a9ccad,2.0,20.0,0.0,0.0,18.0,50.0,0.0,588.0,0.0,20.0,0
350,0a0905951d1e4341,16.0,42.0,2.0,0.0,2.0,75.0,960.0,1062.0,4.0,36.0,1
1570,333213b33f63f800,6.0,36.0,4.0,2.0,29.0,165.0,0.0,1013.0,18.0,44.0,1
5605,a374c4626e700be5,2.0,3.0,0.0,0.0,105.0,30.0,0.0,255.0,0.0,15.0,1
838,1a5850b47f97a937,11.0,38.0,2.0,0.0,37.0,180.0,0.0,975.0,0.0,33.0,1
8070,ff465eefe2128979,8.0,28.0,0.0,0.0,14.0,90.0,0.0,668.0,4.0,30.0,1
6254,bb3418328d4abd26,11.0,100.0,28.0,14.0,52.0,819.0,1445.0,1666.0,56.0,63.0,1
175,050C6A55-4B03-4A9F-86B1-84C3511A8513,9.0,38.0,2.0,1.0,82.0,165.0,0.0,919.0,1.0,36.0,1
697,2165b40d5e2c9d55,1.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,0
2211,4833da4af80e2e66,10.0,67.0,2.0,1.0,2.0,414.0,1335.0,1344.0,3.0,46.0,1
3527,71e2e616ce70a17b,30.0,44.0,10.0,5.0,39.0,105.0,1180.0,1434.0,25.0,57.0,1
4035,80fc31d6558f87a1,13.0,58.0,2.0,0.0,52.0,305.0,0.0,1058.0,45.0,56.0,1
3810,7C766486-C748-4AA8-8E1F-5B872DF640E0,15.0,97.0,16.0,8.0,7.0,715.0,1200.0,1512.0,1.0,47.0,1
5147,B5CE1A7E-1154-4927-96B4-625E903AD2BE,8.0,45.0,4.0,2.0,2.0,215.0,150.0,956.0,4.0,34.0,1
2983,60e90b6497e9e58b,10.0,31.0,0.0,0.0,40.0,75.0,0.0,686.0,9.0,30.0,1
7440,e970ed8e2ad2bd02,6.0,31.0,0.0,0.0,61.0,165.0,0.0,858.0,6.0,34.0,1
755,186a17285817a6dc,12.0,62.0,6.0,3.0,176.0,665.0,700.0,1121.0,24.0,51.0,1
6770,cf3f80574ae492c8,7.0,11.0,0.0,0.0,86.0,60.0,0.0,472.0,0.0,20.0,1
3427,6e77db09d36a1df1,19.0,92.0,4.0,2.0,3.0,415.0,0.0,1486.0,53.0,56.0,1
4307,8BBA18F3-2BED-49EB-B7BE-7F505B5BF6A1,6.0,58.0,2.0,1.0,15.0,425.0,1035.0,1284.0,42.0,56.0,1
6297,bd2c3dc48aba4355,36.0,123.0,56.0,26.0,16.0,854.0,2620.0,2845.0,145.0,151.0,1
6615,c907d0029b971f22,6.0,34.0,0.0,0.0,46.0,165.0,0.0,709.0,6.0,31.0,1
3137,94050671501f7f5b,6.0,55.0,2.0,1.0,3.0,345.0,350.0,1256.0,0.0,44.0,0
4526,d257e957b81ba1a9,11.0,54.0,6.0,3.0,1.0,355.0,1380.0,1461.0,35.0,54.0,0
1921,3e7ec9988f5d4618,3.0,3.0,0.0,0.0,99.0,25.0,0.0,284.0,12.0,15.0,1
3680,7698640fe70d5dbf,13.0,60.0,0.0,0.0,83.0,429.0,1055.0,1143.0,26.0,56.0,1
3956,7e2d987d9ffc4cdf,33.0,63.0,12.0,6.0,0.0,195.0,1270.0,1502.0,136.0,158.0,1
6772,cf64950fc6c2533a,7.0,32.0,0.0,0.0,2.0,75.0,0.0,849.0,9.0,43.0,1
4253,885C3057-F7F7-4EBA-89DC-DECD9CD53480,2.0,21.0,2.0,1.0,18.0,50.0,0.0,698.0,0.0,23.0,1
22,0098d384219deeb2,9.0,86.0,2.0,1.0,2.0,679.0,1370.0,1526.0,60.0,71.0,1
5107,f23e9d77b4b5840a,5.0,28.0,0.0,0.0,80.0,165.0,0.0,833.0,0.0,31.0,0
3096,91ee8425a4ed29da,3.0,18.0,0.0,0.0,25.0,50.0,0.0,608.0,0.0,21.0,0
4651,950a654f0d4eae13,12.0,62.0,4.0,2.0,38.0,445.0,700.0,1386.0,34.0,56.0,1
3637,a4560064e1b97408,3.0,6.0,0.0,0.0,82.0,25.0,0.0,297.0,0.0,15.0,0
4985,9ed48ad275e3beec,10.0,43.0,0.0,0.0,0.0,165.0,1030.0,1189.0,0.0,34.0,1
3017,8d8016c33191e1d6,4.0,9.0,0.0,0.0,86.0,50.0,0.0,501.0,0.0,21.0,0
5993,b2232e939cbc2e93,21.0,118.0,23.0,11.0,3.0,755.0,1750.0,2228.0,52.0,62.0,1
5317,fe0387f0fa8148a0,8.0,39.0,0.0,0.0,5.0,75.0,70.0,876.0,0.0,31.0,0
617,1db28595a7398216,0.0,3.0,0.0,0.0,74.0,0.0,0.0,215.0,0.0,5.0,0
3770,ac0974f914974084,2.0,9.0,0.0,0.0,86.0,50.0,0.0,481.0,0.0,20.0,0
2993,61489f2631401bf7,37.0,152.0,42.0,21.0,4.0,1134.0,2020.0,2022.0,166.0,166.0,1
3358,6ba921944098d0ff,8.0,28.0,0.0,0.0,82.0,165.0,690.0,846.0,12.0,31.0,1
2023,5cfd6b84acacc2b6,11.0,31.0,0.0,0.0,61.0,165.0,0.0,813.0,25.0,30.0,0
5633,a431ce9456a07225,7.0,50.0,0.0,0.0,0.0,295.0,225.0,1262.0,13.0,56.0,1
7190,e005361a91065a76,19.0,71.0,14.0,7.0,50.0,525.0,1150.0,1497.0,56.0,56.0,1
3450,6f5478415f747077,14.0,87.0,18.0,9.0,208.0,875.0,1790.0,1936.0,46.0,62.0,1
3901,b325d70f5a92a2d3,7.0,28.0,2.0,1.0,85.0,165.0,0.0,812.0,13.0,43.0,0
3682,769ba13fd0f4eda3,9.0,52.0,0.0,0.0,2.0,295.0,0.0,1307.0,8.0,56.0,1
2497,514159be5ee89626,13.0,79.0,0.0,0.0,1.0,607.0,1460.0,1516.0,54.0,57.0,1
2376,4cd53b2bc74ef6de,8.0,36.0,0.0,0.0,34.0,165.0,125.0,741.0,36.0,41.0,1
7828,f5f26f4c91095ee7,2.0,7.0,0.0,0.0,66.0,25.0,0.0,283.0,0.0,15.0,1
4370,ca6393f0cc5b406c,0.0,1.0,0.0,0.0,78.0,0.0,0.0,201.0,0.0,5.0,0
1928,3edb7bb0dd1db1e3,10.0,39.0,0.0,0.0,128.0,395.0,605.0,1015.0,11.0,43.0,1
611,13934a785cc173cf,2.0,8.0,0.0,0.0,71.0,30.0,0.0,331.0,0.0,15.0,1
1373,3fb14cead48058e2,11.0,77.0,2.0,1.0,16.0,622.0,1385.0,1433.0,15.0,54.0,0
737,1782E29C-7F32-4130-9E88-62C4AE2FA71F,55.0,180.0,22.0,11.0,65.0,1324.0,6720.0,8594.0,1456.0,1861.0,1
7018,d93930e185a6b84e,26.0,67.0,2.0,1.0,2.0,165.0,1380.0,1426.0,19.0,85.0,1
5449,F1B2FB52-BA3F-4C2F-884C-D05A5280CD0E,15.0,101.0,4.0,1.0,56.0,765.0,1275.0,1916.0,60.0,98.0,1
2144,62dcc77abf95b52f,6.0,49.0,0.0,0.0,3.0,265.0,0.0,997.0,18.0,33.0,0
3658,a578d022fb402502,2.0,7.0,0.0,0.0,73.0,25.0,0.0,279.0,0.0,15.0,0
3045,631cbe7d505bf148,20.0,105.0,0.0,0.0,44.0,605.0,1395.0,1745.0,52.0,64.0,1
3961,7e624e3f6a96ae2e,10.0,40.0,0.0,0.0,0.0,75.0,815.0,1154.0,0.0,36.0,1
2560,76ff705bd7fd26fe,3.0,23.0,0.0,0.0,1.0,50.0,0.0,516.0,0.0,21.0,0
228,06c4645ee1629f1e,10.0,46.0,0.0,0.0,4.0,75.0,0.0,1078.0,25.0,46.0,1
2255,49b7163dbda93487,0.0,2.0,0.0,0.0,77.0,0.0,0.0,200.0,0.0,5.0,1
7574,edd521b314a4b72d,13.0,79.0,2.0,1.0,12.0,561.0,1555.0,1558.0,41.0,54.0,1
1460,2f6345fbc1745133,0.0,3.0,0.0,0.0,76.0,0.0,0.0,214.0,0.0,5.0,1
2585,53e87d0b02f581bd,20.0,126.0,4.0,2.0,0.0,851.0,1730.0,1857.0,29.0,66.0,1
7987,fc016ea0f82db620,10.0,58.0,0.0,0.0,13.0,471.0,1130.0,1277.0,52.0,56.0,1
265,0cc1817cb372bb1b,5.0,43.0,0.0,0.0,1.0,165.0,0.0,1044.0,25.0,46.0,0
1584,33b2b71da8c5cace,10.0,80.0,0.0,0.0,0.0,655.0,1750.0,1946.0,117.0,158.0,1
2763,80f5f2ba4592b7b2,5.0,26.0,0.0,0.0,103.0,165.0,0.0,784.0,0.0,31.0,0
3526,F6860436-F0CF-4549-BEE0-5427A7F2092F,3.0,22.0,0.0,0.0,2.0,50.0,0.0,688.0,0.0,21.0,0
18,00e44d1648c062c8,8.0,21.0,0.0,0.0,33.0,50.0,0.0,342.0,15.0,20.0,0
581,1c2662e605c124d5,1.0,7.0,0.0,0.0,75.0,25.0,0.0,403.0,0.0,15.0,0
1228,3998926a00d5c5fb,5.0,51.0,0.0,0.0,0.0,265.0,0.0,1078.0,3.0,36.0,0
4108,8381ba205c0d783f,11.0,50.0,0.0,0.0,12.0,165.0,0.0,1208.0,0.0,38.0,1
4650,d7f0d52fb2a4ef9f,5.0,37.0,0.0,0.0,2.0,165.0,0.0,766.0,4.0,33.0,0
1631,353e319860f25edb,2.0,11.0,0.0,0.0,72.0,50.0,0.0,472.0,0.0,20.0,1
7374,e6e8e2a6b525c1ce,2.0,8.0,0.0,0.0,91.0,50.0,0.0,338.0,0.0,20.0,1
5999,b24bc0bf43f8ba33,24.0,100.0,42.0,21.0,6.0,735.0,1475.0,1950.0,33.0,61.0,1
4972,eab3f0673feb02bc,1.0,6.0,0.0,0.0,78.0,25.0,0.0,279.0,0.0,15.0,0
8076,ff7e55c18ca1bf97,11.0,76.0,4.0,2.0,5.0,675.0,1200.0,1406.0,34.0,54.0,1
1179,3783d17d35c95955,2.0,3.0,0.0,0.0,100.0,25.0,0.0,269.0,0.0,15.0,0
2839,5ae065d654da3830,11.0,61.0,8.0,4.0,71.0,415.0,350.0,1385.0,0.0,46.0,1
1519,3164a2a911406ee5,5.0,25.0,0.0,0.0,1.0,50.0,0.0,757.0,0.0,20.0,1
438,0d34d7bcae893576,10.0,70.0,2.0,1.0,1.0,565.0,1050.0,1387.0,39.0,58.0,1
3262,68f7993b23ce1186,17.0,113.0,34.0,17.0,6.0,825.0,1750.0,2145.0,0.0,56.0,1
4320,c76b756b7366a6d9,6.0,38.0,0.0,0.0,8.0,165.0,0.0,860.0,0.0,33.0,0
4459,ce4990503a56c02b,6.0,9.0,0.0,0.0,91.0,50.0,0.0,395.0,8.0,30.0,0
4062,ba894c5ed234a931,0.0,6.0,2.0,1.0,154.0,50.0,0.0,134.0,12.0,21.0,0
3887,b25726017c47c16c,1.0,8.0,0.0,0.0,91.0,50.0,0.0,522.0,0.0,20.0,0
225,06ab65fd5ecfb349,4.0,60.0,0.0,0.0,87.0,535.0,700.0,1239.0,0.0,46.0,1
4727,97934e131abfdaf3,6.0,52.0,4.0,2.0,1.0,245.0,0.0,1170.0,35.0,48.0,1
7989,fc04e774370e2616,1.0,6.0,0.0,0.0,82.0,25.0,0.0,279.0,0.0,15.0,1
841,2855b930f3d89b4b,5.0,22.0,0.0,0.0,1.0,50.0,0.0,623.0,1.0,20.0,0
5258,CCF63F52-1B6E-4A78-9592-D91DD2D24C95,9.0,55.0,0.0,0.0,60.0,295.0,0.0,1165.0,0.0,46.0,1
3328,6ac2ece9e8a1b551,9.0,72.0,0.0,0.0,10.0,565.0,1050.0,1384.0,44.0,67.0,1
3124,654c47247cd528fe,20.0,120.0,0.0,0.0,13.0,913.0,1740.0,1947.0,12.0,65.0,1
1057,31580dcd2567002c,2.0,8.0,0.0,0.0,95.0,50.0,0.0,337.0,0.0,20.0,0
6375,c042f182e1ae0bc5,14.0,55.0,0.0,0.0,6.0,265.0,290.0,1165.0,9.0,45.0,1
34,01d57c6665ac7dbc,2.0,8.0,0.0,0.0,91.0,50.0,0.0,417.0,0.0,20.0,0
3832,7a452f557394d30d,24.0,123.0,8.0,4.0,5.0,792.0,2230.0,2237.0,73.0,84.0,1
4407,8cdfdc5865413bc3,19.0,83.0,0.0,0.0,3.0,543.0,1590.0,1608.0,35.0,56.0,1
7639,efe63deb8ed1a207,2.0,8.0,0.0,0.0,69.0,25.0,0.0,307.0,0.0,15.0,1
3569,a149d5ad404125d1,15.0,50.0,0.0,0.0,0.0,260.0,0.0,1327.0,0.0,44.0,0
7991,fc20e111e8522c64,9.0,39.0,1.0,0.0,22.0,180.0,0.0,853.0,0.0,34.0,1
2474,507D8117-9147-4C9B-B522-3D73198835ED,5.0,22.0,0.0,0.0,2.0,50.0,0.0,625.0,1.0,21.0,1
127,03b7e2938583c03e,16.0,88.0,2.0,0.0,16.0,680.0,1085.0,1668.0,26.0,60.0,1
3879,b1fb172cf964b4fb,6.0,52.0,12.0,6.0,4.0,295.0,0.0,1063.0,0.0,36.0,0
4596,9347d4545a89cf43,12.0,58.0,0.0,0.0,24.0,345.0,0.0,1208.0,25.0,55.0,1
2131,455ff8dd5ea07fdb,9.0,27.0,0.0,0.0,7.0,75.0,695.0,884.0,7.0,43.0,1
6711,ccff0a1d6140c2f8,2.0,22.0,0.0,0.0,0.0,50.0,0.0,493.0,0.0,20.0,1
2203,6570aeabdfb86dd6,2.0,21.0,0.0,0.0,5.0,50.0,0.0,492.0,0.0,20.0,0
2211,65a56abec5346818,13.0,89.0,12.0,6.0,1.0,663.0,1540.0,1548.0,57.0,62.0,0
773,1919d8186a8cb1f0,39.0,135.0,65.0,32.0,19.0,984.0,2050.0,2202.0,42.0,64.0,1
7909,f942f192ea999e17,5.0,28.0,0.0,0.0,82.0,165.0,0.0,746.0,0.0,30.0,1
1198,26c281db9b022711,2.0,8.0,0.0,0.0,91.0,50.0,0.0,418.0,0.0,20.0,1
575,123e35d067fe87c8,9.0,17.0,0.0,0.0,6.0,125.0,1635.0,928.0,1236.0,241.0,1
1888,3d39017d7fab0bae,7.0,48.0,2.0,1.0,131.0,335.0,0.0,1232.0,0.0,44.0,1
3467,D1D2C179-5E75-4A75-98A7-17DFCBB1D750,3.0,22.0,0.0,0.0,0.0,50.0,0.0,550.0,0.0,22.0,0
4567,92789bb6f0053fed,32.0,49.0,12.0,6.0,15.0,75.0,900.0,1182.0,14.0,55.0,1
1367,3f5f0e5dfa15be21,2.0,8.0,0.0,0.0,91.0,50.0,0.0,337.0,0.0,20.0,0
3434,C5C46B9E-042C-45A8-BC67-0C9F33C97C64,2.0,8.0,0.0,0.0,91.0,50.0,0.0,352.0,0.0,20.0,0
5029,ed735a1ba9ddedd1,11.0,78.0,2.0,1.0,3.0,648.0,1370.0,1371.0,54.0,56.0,0
2047,5de90c3983ef3cbc,5.0,31.0,0.0,0.0,60.0,165.0,0.0,845.0,25.0,41.0,0
6102,b57d31d3db1d9a9a,7.0,29.0,2.0,1.0,60.0,75.0,0.0,884.0,0.0,31.0,1
2623,7C05E1E0-FCE4-4C03-9A73-DF535403190D,1.0,3.0,0.0,0.0,99.0,25.0,0.0,279.0,0.0,15.0,0
8007,fca835bf9f198fa2,4.0,47.0,2.0,1.0,0.0,235.0,0.0,1039.0,9.0,44.0,1
1666,3665d810a78fa7fc,5.0,28.0,2.0,1.0,78.0,165.0,0.0,669.0,13.0,43.0,1
1304,3c26632ad62034ef,7.0,36.0,0.0,0.0,61.0,165.0,0.0,861.0,39.0,43.0,0
6099,b55357a1e3845c5,5.0,23.0,0.0,0.0,1.0,50.0,0.0,623.0,0.0,21.0,1
3229,98df9dc70b12fc93,2.0,9.0,0.0,0.0,86.0,50.0,0.0,439.0,0.0,20.0,0
3500,70f7ecb25260583a,20.0,112.0,28.0,14.0,7.0,956.0,1855.0,1857.0,40.0,59.0,1
4840,9F915E18-2C5F-4F80-B46D-03B502A03537,11.0,69.0,0.0,0.0,2.0,498.0,765.0,1221.0,158.0,158.0,1
126,03b72775f2b5f702,6.0,62.0,0.0,0.0,76.0,555.0,700.0,1329.0,46.0,56.0,1
1935,3f1d9b0cab341f37,14.0,45.0,2.0,1.0,1.0,75.0,150.0,1066.0,3.0,34.0,1
4391,8c2c4a311d079025,25.0,116.0,26.0,13.0,2.0,895.0,1275.0,1785.0,20.0,67.0,1
3335,6aed781481818e87,6.0,58.0,0.0,0.0,6.0,418.0,1205.0,1252.0,55.0,56.0,1
495,0fa690d1f818c7ea,6.0,61.0,2.0,1.0,60.0,536.0,1310.0,1328.0,50.0,56.0,1
3738,7837b83f1e4bbcec,0.0,2.0,0.0,0.0,77.0,0.0,0.0,199.0,0.0,5.0,1
6314,be1d0318e1818927,7.0,36.0,6.0,3.0,2.0,75.0,0.0,975.0,3.0,35.0,1
1596,4F15AB7D-49CB-4E64-A736-D99C6C797B5B,7.0,39.0,0.0,0.0,6.0,165.0,0.0,1024.0,0.0,38.0,0
2652,7b27d2979a8617e3,2.0,10.0,0.0,0.0,81.0,50.0,0.0,362.0,0.0,20.0,0
2389,6e855dbbdd5118a0,5.0,18.0,0.0,0.0,41.0,60.0,0.0,376.0,0.0,20.0,0
6407,c15f376ad04a0ae0,10.0,49.0,0.0,0.0,12.0,265.0,150.0,1077.0,25.0,44.0,1
1144,251c37daf229709d,14.0,76.0,0.0,0.0,6.0,505.0,1500.0,1651.0,48.0,155.0,1
863,1b7e093798182b0f,17.0,92.0,0.0,0.0,2.0,722.0,1535.0,1682.0,53.0,61.0,1
6656,cabd1445ad21af9e,25.0,76.0,16.0,8.0,58.0,485.0,800.0,1504.0,10.0,56.0,1
3572,a1800c7f8d5f528e,6.0,28.0,1.0,0.0,99.0,75.0,0.0,853.0,6.0,31.0,0
51,02a7250219cc07de,6.0,22.0,0.0,0.0,30.0,75.0,0.0,816.0,1.0,31.0,0
1917,58e1c2bb50c998f,7.0,26.0,2.0,1.0,8.0,75.0,410.0,747.0,0.0,31.0,0
3209,67B5C7B8-AB4A-45B6-8343-E636A51F0152,15.0,82.0,7.0,3.0,1.0,505.0,350.0,1281.0,25.0,58.0,1
3564,72c4c744f47a78d4,10.0,46.0,0.0,0.0,50.0,165.0,355.0,1268.0,139.0,147.0,1
6086,b4c190a3eeaae520,10.0,78.0,0.0,0.0,4.0,639.0,1420.0,1420.0,12.0,54.0,1
3971,b63a1a1a1a882df2,2.0,8.0,0.0,0.0,91.0,50.0,0.0,525.0,0.0,20.0,0
1174,37133eaaeea5f655,0.0,3.0,0.0,0.0,99.0,25.0,0.0,276.0,0.0,15.0,0
2262,68b181a2d4bcd268,8.0,49.0,0.0,0.0,2.0,265.0,0.0,1070.0,0.0,34.0,0
4348,8aa71d16c658bbe0,16.0,74.0,0.0,0.0,7.0,475.0,1075.0,1532.0,61.0,89.0,1
4264,88C0B98A-2AE3-45DD-A632-C1CAFCB05F89,11.0,88.0,2.0,1.0,1.0,598.0,1190.0,1409.0,25.0,56.0,1
5475,F7308370-19CD-4AFE-9917-0523E4BCCBE5,2.0,8.0,0.0,0.0,66.0,25.0,0.0,296.0,0.0,15.0,1
469,1724ebf300d5c092,0.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,0
5308,D5C065EF-7B13-48EF-B5C0-3D90144CFEC9,8.0,61.0,0.0,0.0,89.0,565.0,1050.0,1202.0,38.0,54.0,1
3442,C8B0E530-6509-46D8-A997-D1B7F8F5E5DA,4.0,49.0,2.0,0.0,54.0,305.0,525.0,1049.0,4.0,36.0,0
4642,94c0306552b11506,8.0,51.0,4.0,2.0,1.0,265.0,0.0,1090.0,22.0,44.0,1
2549,52cb58b8b8fe78a7,2.0,14.0,0.0,0.0,49.0,50.0,0.0,467.0,1.0,20.0,1
3119,652500da25a10fd6,7.0,48.0,0.0,0.0,17.0,265.0,0.0,826.0,22.0,43.0,1
3692,76fbd8dd512867eb,3.0,17.0,2.0,1.0,35.0,50.0,0.0,689.0,0.0,20.0,1
1554,48ca791ea35cc143,0.0,1.0,0.0,0.0,78.0,0.0,0.0,49.0,0.0,0.0,0
867,297dcb3e8bb8bccb,6.0,48.0,8.0,4.0,4.0,245.0,0.0,1025.0,0.0,34.0,0
2516,74b968fafa3bc332,14.0,76.0,0.0,0.0,43.0,635.0,1400.0,1427.0,27.0,61.0,0
3108,92c8b84718f1863a,6.0,48.0,0.0,0.0,14.0,265.0,0.0,1149.0,0.0,34.0,0
3704,77637671-3CFD-49B8-946E-B55B2F013120,8.0,31.0,0.0,0.0,81.0,140.0,0.0,653.0,5.0,21.0,1
5331,ff3eacb5d6ead4f4,0.0,1.0,0.0,0.0,76.0,0.0,0.0,199.0,0.0,5.0,0
3963,7e875b45653ce554,12.0,78.0,4.0,2.0,60.0,635.0,1050.0,1470.0,47.0,69.0,1
4052,8168fa7348b45cff,10.0,87.0,0.0,0.0,5.0,663.0,1440.0,1453.0,7.0,56.0,1
1647,35d9bc26719c6c01,2.0,15.0,0.0,0.0,52.0,50.0,0.0,483.0,0.0,20.0,1
1299,3c1617aa9aab8970,9.0,60.0,28.0,14.0,23.0,495.0,350.0,1278.0,8.0,54.0,0
1986,5b330c3ff651a387,0.0,2.0,0.0,0.0,76.0,0.0,0.0,199.0,0.0,5.0,0
3978,b6ac94fffb6f6626,4.0,10.0,0.0,0.0,79.0,50.0,0.0,344.0,0.0,20.0,0
6590,c7fac6ff8670b891,14.0,67.0,0.0,0.0,1.0,441.0,1325.0,1327.0,52.0,54.0,1
3408,B92CE2D1-4997-4F96-8280-0289A122E650,1.0,8.0,0.0,0.0,91.0,50.0,0.0,336.0,0.0,20.0,0
6262,bb95fcc75a27f9db,9.0,84.0,6.0,3.0,1.0,668.0,1115.0,1115.0,0.0,43.0,1
5021,ed391ffd30f6af71,3.0,18.0,0.0,0.0,26.0,50.0,0.0,480.0,1.0,20.0,0
6505,c48df7da41bf2a17,5.0,23.0,0.0,0.0,3.0,50.0,0.0,643.0,1.0,23.0,1
2291,6B8A8488-7321-45B4-9877-384562B99F2C,1.0,3.0,0.0,0.0,74.0,0.0,0.0,214.0,0.0,5.0,0
5369,E099DDC5-7615-45AA-A867-7BDA95A9A3A2,11.0,43.0,4.0,1.0,99.0,265.0,150.0,870.0,40.0,41.0,1
3758,78fd4d2354fcf5c6,5.0,28.0,0.0,0.0,85.0,165.0,410.0,866.0,5.0,33.0,1
483,0f09d671fdc36007,7.0,49.0,0.0,0.0,2.0,265.0,0.0,1048.0,0.0,34.0,1
2821,5a10895a90e2d4ae,14.0,84.0,4.0,2.0,42.0,715.0,1050.0,1743.0,41.0,61.0,1
2835,5ac92d0566e1608d,11.0,76.0,0.0,0.0,3.0,533.0,1245.0,1377.0,51.0,54.0,1
3744,aa8ce9e3e4f0e559,6.0,28.0,0.0,0.0,2.0,75.0,0.0,838.0,0.0,31.0,0
908,1d13a57417875952,20.0,106.0,0.0,0.0,6.0,743.0,1825.0,1836.0,32.0,77.0,1
812,26aebf130b2ccb85,1.0,3.0,0.0,0.0,99.0,25.0,0.0,279.0,0.0,15.0,0
586,1c5548239b84d953,10.0,76.0,0.0,0.0,3.0,623.0,1375.0,1379.0,56.0,56.0,0
523,199ce9aaed35785a,3.0,23.0,2.0,1.0,1.0,50.0,0.0,624.0,0.0,23.0,0
3949,b5423797a9f7b38c,6.0,27.0,0.0,0.0,2.0,75.0,0.0,828.0,0.0,33.0,0
1983,5b04eb967908ff29,5.0,26.0,0.0,0.0,94.0,165.0,0.0,747.0,0.0,30.0,0
1624,4b84b68570db900e,1.0,8.0,0.0,0.0,91.0,50.0,0.0,352.0,0.0,20.0,0
7062,db331b574897f8c8,2.0,7.0,0.0,0.0,75.0,25.0,0.0,279.0,0.0,15.0,1
7227,e177de98f192a8b5,7.0,62.0,4.0,2.0,54.0,515.0,1050.0,1292.0,39.0,54.0,1
4438,8e1a2b792290639a,17.0,110.0,2.0,1.0,9.0,903.0,2390.0,2411.0,194.0,198.0,1
723,1712aa97b52230,5.0,31.0,2.0,1.0,61.0,165.0,0.0,827.0,0.0,31.0,1
7101,dcac744b1d4c2d64,2.0,15.0,0.0,0.0,48.0,50.0,630.0,644.0,0.0,21.0,1
4333,8a14a65c147b390f,6.0,40.0,2.0,1.0,4.0,165.0,0.0,1016.0,0.0,36.0,1
1916,58ca90650c30530a,3.0,15.0,0.0,0.0,48.0,50.0,0.0,352.0,0.0,20.0,0
1578,49ba555c3f20f578,8.0,38.0,8.0,4.0,1.0,75.0,150.0,1094.0,25.0,45.0,0
2384,4d375f8afc208657,6.0,40.0,0.0,0.0,1.0,165.0,0.0,690.0,0.0,26.0,1
5793,aa0bb312f4fe14ab,16.0,95.0,20.0,20.0,26.0,665.0,700.0,1971.0,25.0,62.0,1
3837,7a6b416a72c45dea,35.0,193.0,15.0,15.0,0.0,1455.0,5460.0,6457.0,683.0,1132.0,1
3372,A2DA7E7C-2243-4BF3-BAF6-2DD5DA60CA6D,5.0,29.0,0.0,0.0,91.0,165.0,0.0,685.0,0.0,31.0,0
710,1694B4B0-1E9F-4438-A907-CABE8D6489EA,3.0,31.0,2.0,0.0,50.0,140.0,0.0,430.0,4.0,21.0,1
1109,240c7ecf3cd0c378,18.0,107.0,18.0,9.0,8.0,971.0,1680.0,1686.0,57.0,63.0,1
5306,D54C401C-E84B-4179-8AB2-845C4AB4BA15,10.0,67.0,0.0,0.0,0.0,475.0,700.0,1391.0,41.0,87.0,1
3238,685f7339cd827120,5.0,50.0,2.0,1.0,230.0,565.0,1050.0,1218.0,12.0,33.0,1
91,04e22d44f7e8c615,1.0,3.0,0.0,0.0,76.0,25.0,0.0,269.0,0.0,15.0,0
1891,579c6e87839a7677,0.0,3.0,0.0,0.0,75.0,25.0,0.0,275.0,0.0,15.0,0
7082,dc28a112dc2b75c6,5.0,32.0,0.0,0.0,55.0,165.0,0.0,847.0,0.0,31.0,1
4042,b99c143a8e3e4230,5.0,59.0,0.0,0.0,11.0,422.0,1310.0,1323.0,19.0,54.0,0
3927,7d79ff6fc8e15e15,13.0,62.0,0.0,0.0,1.0,165.0,0.0,1401.0,0.0,46.0,1
1384,2c7483c55aad3831,7.0,31.0,0.0,0.0,36.0,140.0,0.0,615.0,14.0,20.0,1
532,111CF137-DEFA-4D4B-8EC5-A22BDEAE0FEC,15.0,73.0,6.0,3.0,3.0,425.0,555.0,1364.0,56.0,57.0,1
1259,3a25ce0dc56c044f,0.0,3.0,0.0,0.0,75.0,0.0,0.0,215.0,0.0,5.0,0
201,05e16ea2ec7790db,5.0,22.0,0.0,0.0,4.0,50.0,0.0,662.0,2.0,21.0,1
2985,60fabac3de4d557e,7.0,50.0,0.0,0.0,6.0,265.0,0.0,1052.0,10.0,44.0,1
5295,fc6869168f67dc74,1.0,3.0,0.0,0.0,76.0,25.0,0.0,270.0,0.0,15.0,0
4091,82a907d9b3b48d6c,16.0,108.0,6.0,3.0,4.0,690.0,1050.0,1752.0,2.0,53.0,1
2400,4db23f2292fbc2c7,6.0,26.0,0.0,0.0,4.0,75.0,105.0,842.0,6.0,34.0,1
2164,468377442932bfa1,13.0,39.0,2.0,1.0,0.0,165.0,860.0,1080.0,22.0,46.0,1
4018,807fac539cd1c8f9,9.0,80.0,0.0,0.0,0.0,626.0,1355.0,1450.0,50.0,54.0,1
5288,D29D7B16-F833-488C-A27C-99A65DEC9F99,2.0,17.0,0.0,0.0,35.0,50.0,0.0,484.0,0.0,20.0,1
4873,e4ea4854ffcddae1,11.0,79.0,0.0,0.0,1.0,624.0,1450.0,1455.0,56.0,58.0,0
